SignalType,Xsections,N_orig,Group,CustomJson,EOSDirectory
###WJetsToLNu_Pt-600ToInf_,0.468318,1748092,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_HT-100To200_,1627.45,79356685,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_HT-200To400_,435.237,39680891,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_HT-400To600_,59.1811,7759701,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_HT-600To800_,14.5805,18687480,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_HT-800To1200_,6.65621,7745467,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_HT-1200To2500_,1.60809,6872441,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_HT-2500ToInf_,0.0389136,2637821,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WToLNu_0J,50279.20,78454607,WJetsJBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WToLNu_1J,8434.257,56970726,WJetsJBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WToLNu_2J,2813.243,38800147,WJetsJBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###
###ZZ_TuneCUETP8M1_13TeV-pythia8,16.523,1988098,DiBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WZ_TuneCUETP8M1_13TeV-pythia8,47.13,3995828,DiBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WW_TuneCUETP8M1_13TeV-pythia8,118.7,7981136,DiBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###
###WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8,0.05565,216366,TriBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8,0.2086,210538,TriBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8,0.1651,221468,TriBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8,0.01398,213197,TriBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###
###WGToLNuG,405.271,11971359,DiBoson_amcNLO,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###ZGTo2LG,117.864 ,2963187,DiBoson_amcNLO,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WGstarToLNuEE,,4380837,DiBoson_amcNLO,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WGstarToLNuMuMu,0,4212417,DiBoson_amcNLO,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###TTZToLL_M-1to10,,246792,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###TGJets_TuneCUETP8M1_13TeV_amcatnlo_madspin_pythia8,2.967,368562,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###TTGJets_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8,3.697,1577833,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###TTWJetsToLNu,0.2043,2716249,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###TTZToLLNuNu_M-10,0.2529,927976,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###
##
